assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,0,0,0,0,0,220037,None,,0,0,0,0,0.0,493,43,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Bailey,0.0,421,58,0,0,0,0.0,515,59,175,False,0.0,508,59,0,Joined Aarhus on loan,2023-07-26T11:25:50.410533Z,40,649,51,0,0,None,0,,220037.jpg,0.0,519,59,0,0,0,Peacock-Farrell,0.0,668,80,False,None,0,0,u,6,90,0.0,469,36,0,0,0,901,12,0.0,0.0,Peacock-Farrell,0
1,0,102,100,100,0,0.0,192290,None,,0,0,-1,1,92.7,142,31,None,,0,2,-0.5,-1.0,0,0.34,0.04,0.34,0.04,0.00,16.94,2.08,0.0,Connor,0.0,524,208,21,2.58,0,22.5,222,66,176,False,125.0,179,72,733,,2023-10-21T17:30:07.665681Z,44,502,103,0,0,None,0,,192290.jpg,0.9,438,140,1,0,0.0,Roberts,0.2,320,124,False,None,8,0.98,a,6,90,8.0,359,126,8,13609,89,26139,339,0.0,1.8,Roberts,2
0,0,10,None,None,0,0.0,44683,None,,0,0,-2,2,17.8,330,43,None,,0,4,1.2,0.7,2,0.03,0.01,1.05,0.32,1.02,5.43,1.67,0.31,Jay,1.7,201,23,8,2.46,0,12.9,306,41,177,False,23.2,370,42,293,,None,53,129,36,0,0,1,0,,44683.jpg,1.3,336,41,0,0,0.0,Rodriguez,0.2,347,54,False,None,2,0.61,a,6,90,94.0,122,33,9,9403,538,23576,426,0.3,1.7,Rodriguez,0
0,0,110,None,None,0,0.0,103914,None,,0,0,0,0,59.1,207,56,None,,0,2,2.2,1.7,1,0.18,0.02,0.30,0.03,0.12,15.38,1.71,0.01,Charlie,2.7,110,30,19,2.11,1,23.9,210,62,178,False,156.4,139,51,810,,None,40,623,165,0,0,None,0,,103914.jpg,1.6,289,93,0,0,0.0,Taylor,5.4,74,28,False,None,9,1.0,a,6,90,23.0,274,85,14,611676,6918,158636,5905,0.7,3.5,Taylor,3
0,0,0,0,0,0,0,461102,None,,0,0,0,0,0.0,512,193,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Bobby,0.0,443,158,0,0,0,0.0,534,195,179,False,0.0,527,195,0,Permanent transfer to Coventry,2023-07-24T09:55:44.165399Z,40,674,199,0,0,None,0,,461102.jpg,0.0,539,192,0,0,0,Thomas,0.0,655,225,False,None,0,0,u,6,90,0.0,489,185,0,0,0,1205,18,0.0,0.0,Thomas,0
0,0,0,0,0,0,0,226473,None,,0,0,-1,1,0.0,703,298,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Scott,0.0,673,280,0,0,0,0.0,707,300,180,False,0.0,705,299,0,Season long loan to Hull,2023-08-21T08:28:24.720790Z,49,253,161,0,0,None,0,,226473.jpg,0.0,707,300,0,0,0,Twine,0.0,678,276,False,None,0,0,u,6,90,0.0,699,296,0,119,0,2630,9,0.0,0.0,Twine,0
0,0,0,None,None,0,0,133085,None,,0,0,0,0,0.0,479,38,None,,0,1,-0.5,-1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Lawrence,0.0,405,53,0,0,0,0.0,501,54,181,False,0.0,494,54,0,,None,40,633,46,0,0,None,0,,133085.jpg,0.0,505,54,0,0,0,Vigouroux,0.2,329,51,False,None,0,0,a,6,90,0.0,455,31,0,3240,93,8770,183,0.0,0.0,Vigouroux,0
0,0,41,100,100,0,0.0,441455,None,,0,0,-1,1,40.0,260,78,None,,0,2,0.5,0.0,1,0.12,0.03,0.13,0.03,0.01,7.88,1.69,0.0,Victor,1.0,245,81,12,2.58,0,8.4,343,121,182,False,33.4,342,132,419,,2023-08-31T02:00:07.534376Z,44,539,121,0,0,None,0,,441455.jpg,1.0,381,134,0,0,0.0,da Silva,0.1,383,144,False,None,5,1.07,a,6,90,11.0,344,120,6,2947,103,10461,123,0.2,1.4,Vitinho,0
0,0,0,0,0,0,0,120202,None,,0,0,0,0,0.0,729,88,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Wout,0.0,715,84,0,0,0,0.0,729,88,183,False,0.0,729,88,0,On loan to Hoffenheim,2023-08-10T13:52:51.426276Z,55,94,29,0,0,None,0,,120202.jpg,0.0,728,88,0,0,0,Weghorst,0.0,521,73,False,None,0,0,u,6,90,0.0,727,88,0,0,0,14678,38,0.0,0.0,Weghorst,0
0,0,3,100,100,0,0.0,511783,3,,0,0,-2,2,31.4,282,150,None,,0,3,0.2,-0.3,0,0.09,0.06,0.25,0.17,0.16,2.67,1.91,0.11,Anass,0.7,295,142,2,1.43,0,4.6,384,178,184,False,1.8,443,208,126,,2023-08-12T08:00:06.224285Z,48,309,203,0,0,None,0,,511783.jpg,0.5,461,222,1,0,0.0,Zaroury,0.0,548,200,False,None,1,0.71,a,6,90,19.0,295,151,2,1555,12,11531,72,0.1,0.4,Zaroury,0
1,2,100,None,None,0,0.0,207189,None,,0,0,-2,2,95.5,134,94,None,,0,3,1.2,0.7,2,0.21,0.02,1.13,0.13,0.92,18.28,2.09,0.11,Sander,1.7,194,88,23,2.63,0,29.1,177,88,475,False,127.8,176,69,787,,None,48,299,196,0,0,None,0,,207189.jpg,1.9,259,114,0,0,0.0,Berge,0.1,390,127,False,None,9,1.03,a,6,90,66.0,166,97,23,8173,168,15070,251,0.4,4.8,Berge,2
0,2,63,None,None,1,0.12,492831,None,,-1,1,-2,2,63.7,189,27,None,,0,4,1.2,0.7,2,0.43,0.05,2.29,0.28,1.86,15.61,1.9,0.23,Zeki,1.7,202,24,18,2.19,1,35.2,124,21,594,False,101.2,225,23,740,,None,53,147,40,0,0,None,0,,492831.jpg,2.2,222,33,0,0,0.0,Amdouni,0.2,324,51,False,None,11,1.34,a,6,90,187.0,50,18,24,51868,784,49144,902,0.3,4.5,Amdouni,1
0,0,223,None,None,0,0.0,432720,None,,0,0,0,0,0.1,430,7,None,,0,1,1.2,0.7,2,0.00,0.0,0.00,0.0,0.00,22.37,1.86,0.0,James,1.7,191,20,30,2.5,0,36.3,115,3,596,False,362.2,7,3,1080,,None,45,402,20,0,0,None,0,,432720.jpg,1.9,254,26,0,42,3.5,Trafford,0.9,189,24,False,None,12,1.0,a,6,90,0.0,620,71,23,34665,916,52515,1258,0.4,5.1,Trafford,1
0,0,21,100,100,0,0.0,83283,None,,0,0,-2,2,28.9,289,153,None,,0,3,0.2,-0.3,0,0.29,0.3,0.29,0.3,0.00,1.95,1.99,0.0,Nathan,0.7,291,139,4,4.09,0,5.1,377,173,600,False,14.0,389,175,88,,2023-09-28T17:00:09.620680Z,48,283,183,0,0,None,0,,83283.jpg,1.0,407,193,0,0,0.0,Redmond,0.0,588,221,False,None,0,0.0,a,6,90,8.0,362,183,6,569,20,4244,21,0.1,1.2,Redmond,0
1,0,52,None,None,1,0.12,487702,None,,0,0,0,0,131.6,87,62,None,,0,3,1.5,1.0,2,1.01,0.12,2.52,0.29,1.51,14.46,1.66,0.17,Luca,2.0,167,75,23,2.65,0,32.8,149,77,605,False,54.8,296,125,782,,None,50,211,132,0,0,None,0,,487702.jpg,2.1,229,99,0,0,0.0,Koleosho,0.1,387,126,False,None,10,1.15,a,6,90,144.0,69,43,25,31029,239,24492,511,0.4,5.0,Koleosho,0
0,0,45,None,None,0,0.0,179458,None,,0,0,-1,1,41.7,254,140,1,,0,3,0.5,0.0,1,0.12,0.06,0.58,0.29,0.46,4.02,1.99,0.23,Jacob,1.0,255,122,5,2.47,1,17.0,272,125,608,False,53.6,298,127,182,,None,49,237,151,0,0,None,0,,179458.jpg,1.5,306,141,0,0,0.0,Bruun Larsen,0.0,596,228,False,None,0,0.0,a,6,90,78.0,146,90,16,1397,35,1910,50,0.2,3.3,Bruun Larsen,0
0,0,0,0,0,0,0,461567,None,,0,0,0,0,0.0,514,195,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Owen,0.0,445,160,0,0,0,0.0,536,197,622,False,0.0,529,197,0,Season-long loan to Barnsley,2023-09-01T21:48:22.703139Z,40,676,201,0,0,None,0,,461567.jpg,0.0,541,194,0,0,0,Dodgson,0.0,555,203,False,None,0,0,u,6,90,0.0,491,187,0,467,0,3205,40,0.0,0.0,Dodgson,0
0,0,44,None,None,0,0.0,550839,None,,0,0,0,0,47.5,237,130,None,,0,3,0.2,-0.3,1,0.74,0.42,1.04,0.59,0.30,5.73,3.22,0.17,Wilson,0.7,304,147,7,3.94,1,16.9,273,126,660,False,58.0,290,122,160,,None,50,215,135,0,0,None,0,,550839.jpg,2.0,244,107,0,0,0.0,Odobert,0.0,666,270,False,None,2,1.12,a,6,90,64.0,170,99,10,810,17,722,33,0.1,2.0,Odobert,1
0,0,39,None,None,0,0.0,247245,None,,0,0,0,0,25.2,310,107,None,,0,2,-0.5,-1.0,0,0.04,0.02,0.39,0.15,0.35,5.61,2.11,0.13,Hannes,0.0,430,150,11,4.14,0,11.1,318,116,674,False,44.4,314,120,239,,None,40,660,190,0,0,None,0,,247245.jpg,0.5,458,151,0,0,0.0,Delcroix,0.0,523,197,False,None,2,0.75,a,6,90,42.0,218,60,3,3813,106,2281,113,0.0,0.8,Delcroix,1
0,0,30,100,25,0,0.0,447715,None,,0,0,0,0,19.9,326,169,None,,0,3,-0.2,-0.2,1,0.44,0.18,0.49,0.2,0.05,3.36,1.39,0.02,Aaron,0.3,349,169,5,2.06,0,5.9,368,168,675,False,22.8,371,165,218,,2023-11-03T12:00:10.115104Z,50,207,130,0,0,None,0,,447715.jpg,1.3,335,157,0,0,0.0,Ramsey,0.0,533,191,False,None,2,0.83,a,6,90,18.0,303,156,8,7726,199,5926,155,0.1,1.6,A.Ramsey,0
0,0,0,None,None,0,0,437757,None,,0,0,0,0,0.0,718,309,None,,0,3,-0.5,-1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Han-Noah,0.0,693,295,0,0,0,0.0,720,310,694,False,0.0,720,310,0,,None,50,204,127,0,0,None,0,,437757.jpg,0.0,720,310,0,0,0,Massengo,0.0,699,288,False,None,0,0,a,6,90,0.0,715,308,0,250,17,222,21,0.0,0.0,Massengo,0
0,0,26,None,None,0,0.0,437748,1,,0,0,0,0,55.0,216,125,None,,0,3,0.2,-0.3,0,0.20,0.08,0.50,0.2,0.30,5.22,2.12,0.12,Mike,0.7,306,149,6,2.43,0,8.9,339,154,706,False,14.4,388,174,222,,None,55,107,66,0,0,None,0,,437748.jpg,1.5,311,145,0,0,0.0,Trésor,0.0,591,224,False,None,2,0.81,a,6,90,19.0,297,153,9,3619,100,2900,105,0.1,1.6,M.Trésor,0
0,0,112,100,100,2,0.22,486672,None,,0,0,-3,3,107.1,121,86,None,,0,3,0.8,0.3,1,0.45,0.05,0.62,0.07,0.17,9.84,1.1,0.02,Moisés,1.3,226,107,12,1.35,0,23.1,216,107,126,False,108.0,212,84,802,,2023-10-03T22:30:07.822883Z,47,330,214,0,0,None,0,,486672.jpg,1.8,270,118,0,0,0.0,Caicedo Corozo,1.4,151,48,False,None,9,1.01,a,7,8,20.0,290,148,18,90304,1632,273487,3383,0.3,3.8,Caicedo,3
0,4,224,None,None,3,0.25,215059,None,,0,0,1,-1,0.1,432,8,None,,0,1,1.8,1.3,2,0.00,0.0,0.00,0.0,0.00,15.34,1.28,0.0,Robert,2.3,136,15,16,1.33,0,29.9,170,11,145,False,298.2,26,11,1080,,None,46,341,14,0,0,None,0,,215059.jpg,3.6,89,9,0,35,2.92,Sánchez,6.3,67,12,False,None,12,1.0,a,7,8,0.0,673,74,43,679632,10085,410374,9547,0.5,9.3,Sanchez,1
0,0,0,0,0,0,0,199598,None,,0,0,0,0,0.0,488,179,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ethan,0.0,415,140,0,0,0,0.0,510,181,185,False,0.0,503,181,0,Permanent transfer to Leeds Utd,2023-07-20T08:39:43.633400Z,40,643,178,0,0,None,0,,199598.jpg,0.0,514,177,0,0,0,Ampadu,0.0,688,231,False,None,0,0,u,7,8,0.0,464,170,0,0,0,842,8,0.0,0.0,Ampadu,0
0,0,0,0,0,0,0,109745,None,,0,0,0,0,0.0,709,82,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kepa,0.0,681,85,0,0,0,0.0,713,85,187,False,0.0,713,85,0,One year loan deal to Real Madrid,2023-08-15T08:06:29.726491Z,50,174,5,0,0,None,0,,109745.jpg,0.0,713,85,0,0,0,Arrizabalaga,0.2,316,50,False,None,0,0,u,7,8,0.0,706,81,0,1775,0,83103,181,0.0,0.0,Arrizabalaga,0
0,0,0,0,0,0,0,54694,None,,0,0,0,0,0.0,738,92,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Pierre-Emerick,0.0,730,89,0,0,0,0.0,738,92,188,False,0.0,738,92,0,,2023-07-24T09:59:36.133419Z,65,45,16,0,0,None,0,,54694.jpg,0.0,737,92,0,0,0,Aubameyang,0.0,619,85,False,None,0,0,u,7,8,0.0,738,92,0,0,0,1929,9,0.0,0.0,Aubameyang,0
0,0,0,0,0,0,0,41328,None,,0,0,0,0,0.0,605,232,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,César,0.0,559,219,0,0,0,0.0,619,232,189,False,0.0,613,232,0,Left the club as a free agent,2023-07-06T16:30:03.010661Z,45,351,51,0,0,None,0,,41328.jpg,0.0,625,230,0,0,0,Azpilicueta,0.0,734,241,False,None,0,0,u,7,8,0.0,592,230,0,0,0,96,0,0.0,0.0,Azpilicueta,0
0,0,0,0,0,0,0,118335,None,,0,0,0,0,0.0,475,170,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Abdul Rahman,0.0,401,130,0,0,0,0.0,497,172,190,False,0.0,490,172,0,Permanent Transfer to PAOK,2023-07-13T08:07:47.494096Z,40,629,168,0,0,None,0,,118335.jpg,0.0,501,168,0,0,0,Baba,0.0,723,239,False,None,0,0,u,7,8,0.0,451,161,0,0,0,262,3,0.0,0.0,Baba,0
0,0,0,100,100,0,0,242880,None,,0,0,-1,1,0.0,587,230,None,,0,2,-0.5,-1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Benoît,0.0,539,215,0,0,0,0.0,603,230,191,False,0.0,596,230,0,,2023-08-03T10:30:04.564668Z,44,528,118,0,0,None,0,,242880.jpg,0.0,609,228,0,0,0,Badiashile,0.0,526,198,False,None,0,0,a,7,8,0.0,573,228,0,2730,362,4694,217,0.0,0.0,B.Badiashile,0
0,0,0,100,100,0,0,122074,None,,0,0,0,0,0.0,477,37,None,,0,1,-0.5,-1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Marcus,0.0,403,52,0,0,0,0.0,499,53,192,False,0.0,492,53,0,,2023-08-03T10:30:04.581002Z,40,631,45,0,0,None,0,,122074.jpg,0.0,503,53,0,0,0,Bettinelli,0.0,600,77,False,None,0,0,a,7,8,0.0,453,30,0,977,51,1648,36,0.0,0.0,Bettinelli,0
1,0,37,100,75,1,0.74,440323,None,,0,0,-1,1,6.1,377,48,None,,0,4,0.8,0.2,4,0.04,0.03,0.62,0.46,0.58,1.09,0.81,0.43,Armando,1.3,230,26,1,0.74,1,9.2,334,44,193,False,38.4,332,37,121,,2023-10-18T22:00:08.965956Z,49,265,57,0,0,None,0,,440323.jpg,3.0,135,21,0,0,0.0,Broja,0.2,330,52,False,None,2,1.49,a,7,8,49.0,200,43,12,59514,1714,49659,745,0.3,2.4,Broja,0
0,0,0,0,0,0,0,180736,None,,0,0,-2,2,0.0,552,218,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Trevoh,0.0,491,193,0,0,0,0.0,570,218,194,False,0.0,564,219,0,Hamstring injury - Unknown return date,2023-08-11T16:00:07.662192Z,43,581,140,0,0,None,0,,180736.jpg,0.0,577,217,0,0,0,Chalobah,0.0,506,193,False,None,0,0,i,7,8,0.0,534,214,0,706,14,16409,79,0.0,0.0,Chalobah,0
1,2,66,0,0,1,0.27,172850,1,,0,0,-1,1,136.4,85,19,3,,0,2,0.0,0.0,0,1.27,0.34,2.12,0.57,0.85,4.08,1.1,0.23,Ben,0.0,713,237,5,1.35,0,28.1,184,53,195,False,57.0,293,114,334,Hamstring injury - Unknown return date,2023-09-28T03:30:08.842279Z,54,118,8,0,0,None,0,,172850.jpg,2.5,190,64,0,0,0.0,Chilwell,5.5,73,27,False,None,4,1.08,i,7,8,88.0,130,16,15,2118895,183,3097150,14250,0.0,2.8,Chilwell,3
0,0,23,0,0,0,0.0,478912,None,,0,0,-2,2,25.1,313,161,None,,0,3,0.0,0.0,0,0.19,0.14,0.27,0.2,0.08,1.96,1.41,0.06,Carney,0.0,503,179,2,1.44,1,9.9,326,146,196,False,34.8,336,147,125,Knee injury - Unknown return date,2023-10-18T22:00:09.030876Z,43,601,320,0,0,None,0,,478912.jpg,3.0,131,56,0,0,0.0,Chukwuemeka,1.5,147,45,False,None,2,1.44,i,7,8,39.0,227,120,6,223726,2518,352932,6623,0.0,1.4,Chukwuemeka,2
1,3,198,75,None,3,0.29,460028,None,,0,0,1,-1,66.5,184,49,None,,1,2,-0.2,-0.7,0,0.33,0.03,1.17,0.11,0.84,11.56,1.11,0.08,Levi,0.3,337,112,12,1.16,0,34.9,127,34,197,False,182.0,118,40,934,Shoulder injury - 75% chance of playing,2023-11-13T01:00:09.220779Z,46,348,49,0,0,None,0,,460028.jpg,3.2,114,37,0,0,0.0,Colwill,4.8,83,32,False,None,11,1.06,d,7,8,101.0,115,13,35,657227,3159,480512,27767,0.1,7.6,Colwill,1
0,0,77,100,100,1,0.19,179268,None,,0,0,-2,2,62.8,193,52,None,,0,2,0.2,-0.3,-1,0.20,0.04,1.03,0.19,0.83,7.11,1.32,0.15,Marc,0.7,294,99,8,1.48,0,21.3,231,71,198,False,99.0,231,94,485,,2023-09-17T20:30:06.589342Z,48,294,34,0,0,None,0,,179268.jpg,1.3,332,112,0,0,0.0,Cucurella Saseta,0.6,221,84,False,None,5,0.93,a,7,8,51.0,195,44,8,46882,3319,58391,1851,0.1,1.7,Cucurella,4
1,0,118,100,100,4,0.4,448047,4,,0,0,-2,2,261.2,26,20,1,,0,3,1.5,1.0,2,1.55,0.16,3.75,0.38,2.20,11.53,1.16,0.22,Enzo,2.0,157,68,12,1.2,0,55.0,55,38,199,False,151.4,145,57,897,,2023-10-28T18:00:08.281338Z,48,306,201,0,1,4,0,,448047.jpg,2.1,227,97,0,0,0.0,Fernández,2.6,113,33,False,None,11,1.1,a,7,8,139.0,74,45,23,259461,3038,430183,6610,0.4,4.8,Enzo,3
0,0,0,0,0,0,0,520295,None,,0,0,0,0,0.0,720,87,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,David Datro,0.0,696,80,0,0,0,0.0,722,86,200,False,0.0,722,86,0,Joined Union Berlin on a season-long loan - Expected back 01 Jul,2023-07-11T09:30:03.546600Z,50,213,47,0,0,None,0,,520295.jpg,0.0,722,87,0,0,0,Fofana,0.0,719,96,False,None,0,0,u,7,8,0.0,717,86,0,0,0,359,3,0.0,0.0,D.D.Fofana,0
0,0,0,0,0,0,0,444463,None,,0,0,-1,1,0.0,595,231,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Wesley,0.0,547,216,0,0,0,0.0,611,231,201,False,0.0,604,231,0,Knee injury - Unknown return date,2023-07-18T23:30:03.865981Z,44,541,122,0,0,None,0,,444463.jpg,0.0,617,229,0,0,0,Fofana,0.0,579,206,False,None,0,0,i,7,8,0.0,581,229,0,617,26,2987,41,0.0,0.0,W.Fofana,0
5,4,225,None,None,3,0.26,232787,1,,0,0,-1,1,287.0,21,16,None,,0,3,5.5,5.0,10,1.26,0.11,2.05,0.18,0.79,14.35,1.25,0.07,Conor,6.0,19,11,15,1.3,0,65.3,36,25,202,False,248.4,51,18,1035,,None,54,124,79,0,0,None,0,,232787.jpg,3.8,81,40,0,0,0.0,Gallagher,0.5,230,73,False,None,12,1.04,a,7,8,117.0,105,65,45,52137,8959,54605,1167,1.1,8.3,Gallagher,1
2,2,120,75,100,2,0.33,482609,None,,0,0,2,-2,72.5,171,44,None,,1,2,-0.2,-0.7,1,0.41,0.07,0.82,0.14,0.41,7.01,1.17,0.07,Malo,0.3,325,106,7,1.17,0,20.4,240,75,203,False,99.4,230,93,538,Knee injury - 75% chance of playing,2023-11-14T11:30:09.319567Z,42,609,159,0,0,None,0,,482609.jpg,2.7,165,53,1,0,0.0,Gusto,6.7,62,20,False,None,6,1.0,d,7,8,32.0,248,74,24,1743210,5196,1259934,25408,0.1,5.7,Gusto,1
1,0,71,100,100,0,0.0,225796,None,,0,0,-2,2,100.7,128,25,2,,0,2,1.8,1.3,4,0.80,0.3,1.03,0.39,0.23,6.26,2.32,0.09,Reece,2.3,139,49,7,2.59,0,22.9,217,64,206,False,78.0,258,103,243,,2023-10-20T15:30:08.557342Z,53,143,12,0,0,None,0,,225796.jpg,2.0,247,80,0,0,0.0,James,4.3,87,34,False,None,3,1.11,a,7,8,50.0,199,47,10,337768,50425,1441573,3860,0.4,1.9,James,0
0,0,0,0,0,0,0,66749,None,,0,0,-2,2,0.0,739,93,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Romelu,0.0,732,90,0,0,0,0.0,739,93,207,False,0.0,739,93,0,Season-long loan to Roma,2023-09-01T07:24:35.377267Z,68,35,14,0,0,None,0,,66749.jpg,0.0,738,93,0,0,0,Lukaku Bolingoli,0.3,282,44,False,None,0,0,u,7,8,0.0,739,93,0,9006,0,60611,205,0.0,0.0,Lukaku,0
0,0,20,100,100,0,0.0,248857,None,,0,0,-2,2,36.9,270,146,None,,0,3,0.2,-0.3,0,0.23,0.18,0.42,0.33,0.19,1.91,1.48,0.15,Noni,0.7,305,148,3,2.33,0,8.6,341,156,208,False,9.2,411,186,116,,2023-09-17T20:30:06.633877Z,53,144,92,0,0,None,0,,248857.jpg,1.2,353,167,0,0,0.0,Madueke,0.1,449,147,False,None,1,0.78,a,7,8,40.0,225,118,6,6723,185,12109,277,0.1,1.1,Madueke,0
1,3,93,100,100,3,0.74,465920,3,,0,0,-2,2,96.1,133,93,None,,1,3,-0.2,-0.7,1,0.97,0.24,1.76,0.44,0.79,3.56,0.88,0.2,Mykhailo,0.3,353,173,3,0.74,2,28.7,180,89,210,False,101.2,227,90,364,,2023-10-28T18:00:08.330038Z,63,56,34,0,0,None,0,,465920.jpg,3.0,140,59,0,0,0.0,Mudryk,0.9,186,62,False,None,4,0.99,a,7,8,89.0,129,79,30,90050,1953,282591,3632,0.0,4.8,Mudryk,2
0,5,153,100,100,3,0.32,517052,None,,0,0,-2,2,118.0,107,10,None,,1,4,7.2,6.7,5,1.07,0.11,8.45,0.89,7.38,12.56,1.33,0.78,Nicolas,7.7,6,2,14,1.49,6,82.1,21,5,211,False,265.0,40,5,848,,2023-10-11T10:30:08.636447Z,68,40,15,0,0,3,0,,517052.jpg,3.8,83,14,0,0,0.0,Jackson,5.4,75,12,False,None,9,0.96,a,7,8,440.0,5,3,42,1224334,81453,2204388,8349,1.1,6.2,N.Jackson,7
0,0,0,50,0,0,0,213198,None,,0,0,-2,2,0.0,740,94,None,,0,4,-0.2,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Christopher,0.0,733,91,0,0,0,0.0,740,94,212,False,0.0,740,94,0,Knee injury - 50% chance of playing,2023-08-03T09:30:04.720287Z,73,25,10,0,0,None,0,,213198.jpg,0.0,739,94,0,0,0,Nkunku,0.6,223,39,False,None,0,0,d,7,8,0.0,740,94,0,9436,3856,117714,805,0.0,0.0,Nkunku,0
0,0,0,0,0,0,0,176413,None,,0,0,0,0,0.0,730,317,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Christian,0.0,716,310,0,0,0,0.0,730,317,213,False,0.0,730,317,0,Permanent transfer to AC Milan,2023-07-14T08:03:53.480692Z,55,99,60,0,0,None,0,,176413.jpg,0.0,729,317,0,0,0,Pulisic,0.0,713,298,False,None,0,0,u,7,8,0.0,729,317,0,0,0,394,4,0.0,0.0,Pulisic,0
0,0,0,None,None,0,0,204727,None,,0,0,-2,2,0.0,554,220,None,,0,2,-0.5,-1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Malang,0.0,495,197,0,0,0,0.0,572,220,214,False,0.0,566,221,0,,None,43,585,144,0,0,None,0,,204727.jpg,0.0,578,218,0,0,0,Sarr,0.1,413,161,False,None,0,0,a,7,8,0.0,537,217,0,3683,120,7924,152,0.0,0.0,M.Sarr,0
0,0,0,0,0,0,0,471798,None,,0,0,0,0,0.0,518,53,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Gabriel,0.0,450,68,0,0,0,0.0,540,69,215,False,0.0,534,69,0,Season long loan to KAS Eupen,2023-08-11T10:44:59.272960Z,40,682,61,0,0,None,0,,471798.jpg,0.0,545,69,0,0,0,Słonina,0.0,554,73,False,None,0,0,u,7,8,0.0,496,46,0,0,0,3707,40,0.0,0.0,Slonina,0
4,6,169,None,None,2,0.18,103955,None,,0,0,-1,1,239.1,35,28,4,,2,3,3.8,3.3,6,1.80,0.16,4.66,0.42,2.86,14.25,1.3,0.26,Raheem,4.3,51,26,15,1.36,4,88.5,13,10,216,False,233.6,63,23,990,,None,69,34,19,0,0,2,0,,103955.jpg,5.0,23,14,0,0,0.0,Sterling,7.4,52,17,False,None,11,1.0,a,7,8,412.0,7,3,60,2087814,90421,1686254,11266,0.6,8.7,Sterling,3
0,2,238,None,None,3,0.25,51090,None,,0,0,0,0,62.7,194,53,None,,0,2,2.5,2.0,6,0.33,0.03,0.56,0.05,0.23,15.34,1.28,0.02,Thiago,3.0,98,27,16,1.33,1,43.4,92,19,217,False,293.4,28,5,1080,,None,50,167,18,0,0,None,0,,51090.jpg,3.1,128,42,0,0,0.0,Emiliano da Silva,3.5,97,40,False,None,12,1.0,a,7,8,78.0,147,20,37,254194,16839,232592,3752,0.6,7.4,T.Silva,2
0,0,0,0,0,0,0,124183,None,,0,0,-1,1,0.0,726,315,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Hakim,0.0,711,308,0,0,0,0.0,726,315,218,False,0.0,726,315,0,Season long loan to Galatasaray,2023-08-21T08:29:13.470637Z,54,113,70,0,0,None,0,,124183.jpg,0.0,726,315,0,0,0,Ziyech,0.1,443,146,False,None,0,0,u,7,8,0.0,723,314,0,1010,0,16175,53,0.0,0.0,Ziyech,0
