assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
2,0,67,None,None,1,0.18,432714,None,,0,0,-1,1,115.5,109,80,2,,0,3,2.2,2.2,2,0.33,0.06,1.07,0.19,0.74,10.74,1.88,0.13,James,2.7,115,54,18,3.16,0,27.2,191,94,360,False,68.0,274,111,513,,None,44,537,298,0,0,None,0,,432714.jpg,2.3,203,88,0,0,0.0,McAtee,0.7,197,67,False,None,6,1.05,a,17,49,87.0,131,80,21,92548,11294,25413,2926,0.6,4.8,McAtee,1
0,0,77,50,50,0,0.0,233821,None,,0,0,-2,2,8.6,370,133,None,,0,2,-0.2,-0.2,0,0.08,0.01,0.93,0.12,0.85,19.57,2.45,0.11,Anel,0.0,499,199,22,2.75,0,21.4,230,70,471,False,135.8,165,66,720,Hamstring injury - 50% chance of playing,2023-10-22T23:30:08.264278Z,43,594,151,0,0,None,0,,233821.jpg,0.4,462,154,0,0,0.0,Ahmedhodžić,0.2,337,133,False,None,8,1.0,d,17,49,68.0,162,31,3,8215,7,34236,395,0.0,0.7,Ahmedhodžić,3
0,0,0,None,None,0,0,538206,None,,0,0,-1,1,0.0,460,26,None,,0,1,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Jordan,0.0,385,41,0,0,0,0.0,483,43,472,False,0.0,477,43,0,,None,39,741,85,0,0,None,0,,538206.jpg,0.0,488,43,0,0,0,Amissah,0.4,258,32,False,None,0,0,a,17,49,0.0,436,19,0,22046,533,17594,485,0.0,0.0,Amissah,0
1,0,41,100,100,0,0.0,82691,None,,0,0,-2,2,32.1,280,89,None,,0,2,1.5,1.5,2,0.14,0.03,0.17,0.04,0.03,11.59,2.32,0.01,George,2.0,150,52,8,1.6,0,9.3,331,118,473,False,49.8,302,116,449,,2023-09-13T01:00:07.638722Z,38,743,241,0,0,None,0,,82691.jpg,1.7,278,91,0,0,0.0,Baldock,7.0,57,17,False,None,5,1.0,a,17,49,13.0,329,113,10,416306,55283,1067171,7701,0.5,2.6,Baldock,2
0,0,35,0,0,0,0.0,40386,None,,0,0,0,0,27.4,299,98,None,,0,2,0.0,0.0,0,0.07,0.02,0.19,0.05,0.12,7.12,2.03,0.03,Chris,0.0,391,126,6,1.71,0,11.1,317,115,474,False,69.2,270,108,316,Leg injury - Unknown return date,2023-10-07T21:00:08.209470Z,40,618,163,0,0,None,0,,40386.jpg,1.0,363,122,0,0,0.0,Basham,0.6,218,82,False,None,3,0.85,i,17,49,14.0,324,110,8,95991,15,92075,1734,0.0,2.0,Basham,1
2,0,84,100,100,1,0.14,226182,None,,0,0,0,0,42.6,248,74,None,,0,2,1.5,1.5,4,0.20,0.03,1.16,0.16,0.96,12.57,1.72,0.13,Jayden,2.0,153,55,16,2.19,1,20.0,246,79,476,False,81.2,253,102,657,,2023-08-04T11:00:04.348112Z,45,389,76,0,0,None,0,,226182.jpg,2.8,152,51,0,0,0.0,Bogle,0.1,437,170,False,None,8,1.1,a,17,49,76.0,152,23,25,11867,587,9840,205,0.4,5.6,Bogle,2
0,0,10,0,0,0,0.0,195473,None,,0,0,-1,1,14.5,347,46,None,,0,4,0.0,0.0,0,0.05,0.03,0.08,0.05,0.03,3.67,2.03,0.02,Rhian,0.7,296,32,5,2.76,0,5.4,372,47,477,False,11.8,396,45,163,Knee injury - Unknown return date,2023-11-04T19:30:09.068235Z,49,241,50,0,0,3,0,,195473.jpg,1.0,418,52,0,0,0.0,Brewster,0.0,539,76,False,None,2,1.1,i,17,49,27.0,267,47,5,2445,47,6859,194,0.1,1.0,Brewster,0
0,0,0,100,100,0,0,476938,None,,0,0,-1,1,0.0,597,236,None,,0,3,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Ismaila,0.0,550,202,0,0,0,0.0,613,240,478,False,0.0,606,235,0,,2023-08-04T11:00:04.362630Z,44,545,303,0,0,None,0,,476938.jpg,0.0,619,244,0,0,0,Coulibaly,0.0,519,182,False,None,0,0,a,17,49,0.0,583,230,0,3741,101,4540,127,0.0,0.0,Coulibaly,0
0,0,0,100,100,0,0,102549,None,,0,0,0,0,0.0,469,33,None,,0,1,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Adam,0.0,395,48,0,0,0,0.0,492,50,479,False,0.0,485,50,0,,2023-10-12T09:30:10.081141Z,40,622,41,0,0,None,0,,102549.jpg,0.0,496,50,0,0,0,Davies,0.2,338,52,False,None,0,0,a,17,49,0.0,445,26,0,6355,194,10358,189,0.0,0.0,A.Davies,0
0,0,54,0,0,0,0.0,108416,None,,0,0,-2,2,1.4,404,149,None,,0,2,0.0,0.0,0,0.00,0.0,0.17,0.03,0.17,14.85,2.77,0.03,John,0.0,483,187,17,3.17,0,13.1,302,107,480,False,91.2,240,97,482,Leg injury - Unknown return date,2023-09-30T23:00:09.253470Z,43,570,131,0,0,None,0,,108416.jpg,0.2,463,155,0,0,0.0,Egan,0.1,455,178,False,None,6,1.12,i,17,49,38.0,232,67,1,4130,6,13638,160,0.0,0.2,Egan,2
0,0,4,100,100,0,0.0,47247,None,,0,0,-1,1,0.3,425,213,None,,0,3,-0.2,-0.2,0,0.01,0.05,0.01,0.05,0.00,1.32,6.25,0.0,John,0.3,342,166,2,9.47,0,0.0,696,291,481,False,0.0,694,290,19,,2023-08-04T11:00:04.379703Z,49,218,138,0,0,None,0,,47247.jpg,1.0,414,200,0,0,0.0,Fleck,0.0,698,287,False,None,0,0.0,a,17,49,0.0,686,286,1,441,15,1052,8,0.1,0.2,Fleck,0
0,4,219,None,None,0,0.0,82143,None,,0,0,0,0,0.0,609,73,None,,0,1,1.8,1.8,5,0.00,0.0,0.00,0.0,0.00,26.27,2.19,0.0,Wes,2.3,133,14,31,2.58,0,40.2,101,1,482,False,400.8,3,1,1080,,None,45,358,17,1,0,None,0,,82143.jpg,2.2,215,21,0,57,4.75,Foderingham,0.3,281,38,False,None,12,1.0,a,17,49,0.0,596,68,26,22580,485,28043,414,0.5,5.8,Foderingham,1
0,0,0,0,0,0,0,523700,None,,0,0,-2,2,0.0,690,83,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Daniel,0.0,660,75,0,0,0,0.0,695,82,483,False,0.0,693,81,0,Illness - Unknown return date,2023-08-06T23:30:06.119901Z,48,310,61,0,0,None,0,,523700.jpg,0.0,697,84,0,0,0,Jebbison,0.0,656,89,False,None,0,0,i,17,49,0.0,685,83,0,886,37,1935,46,0.0,0.0,Jebbison,0
0,0,11,100,50,0,0.0,155197,None,,0,0,-2,2,11.0,361,129,None,,0,2,-0.5,-0.2,0,0.01,0.01,0.01,0.01,0.00,2.62,1.9,0.0,Max,0.0,487,190,2,1.45,0,4.2,387,137,484,False,29.4,352,135,124,,2023-08-25T14:00:09.439172Z,43,577,137,0,0,None,0,,155197.jpg,1.5,301,100,0,0,0.0,Lowe,0.0,549,201,False,None,2,1.45,a,17,49,2.0,392,142,3,1148,9,6650,24,0.0,0.7,Lowe,0
1,1,38,50,50,0,0.0,169432,None,,0,0,-1,1,67.8,183,26,None,,0,4,-0.2,-0.2,0,0.81,0.17,2.62,0.55,1.82,10.02,2.1,0.38,Oliver,0.0,712,83,11,2.3,1,34.1,134,23,485,False,101.2,226,24,430,Groin Injury - 50% chance of playing,2023-10-22T23:30:08.385626Z,54,117,34,0,0,1,0,,169432.jpg,2.3,208,30,1,0,0.0,McBurnie,0.0,559,78,False,None,5,1.05,d,17,49,172.0,56,20,14,3477,25,6518,100,0.0,2.6,McBurnie,1
0,0,0,0,0,0,0,440993,None,,0,0,0,0,0.0,731,89,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Iliman,0.0,717,85,0,0,0,0.0,731,89,486,False,0.0,731,89,0,Permanent transfer to Marseille,2023-08-02T07:28:59.550053Z,55,108,32,0,0,None,0,,440993.jpg,0.0,730,89,0,0,0,Ndiaye,0.0,669,91,False,None,0,0,u,17,49,0.0,730,89,0,0,0,2113,1,0.0,0.0,Ndiaye,0
0,0,0,0,0,0,0,443211,None,,0,0,-1,1,0.0,457,164,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Rhys,0.0,382,123,0,0,0,0.0,480,166,487,False,0.0,474,167,0,Lack of match fitness - Unknown return date,2023-08-06T23:30:06.150503Z,39,738,238,0,0,None,0,,443211.jpg,0.0,485,163,0,0,0,Norrington-Davies,0.1,381,143,False,None,0,0,i,17,49,0.0,433,155,0,12834,526,8687,440,0.0,0.0,Norrington-Davies,0
0,3,149,100,100,0,0.0,79934,1,,0,0,-2,2,173.7,57,43,1,,0,3,3.8,3.8,2,0.78,0.08,1.78,0.18,1.00,20.78,2.13,0.1,Oliver,4.3,44,21,25,2.56,1,44.1,89,55,488,False,205.8,94,35,880,,2023-08-06T23:30:06.165508Z,48,281,181,0,0,2,0,,79934.jpg,2.4,196,85,0,0,0.0,Norwood,0.0,517,180,False,None,10,1.02,a,17,49,61.0,176,101,26,5171,433,4476,195,0.9,5.4,Norwood,3
0,0,28,100,100,0,0.0,167878,None,,0,0,-2,2,37.0,269,145,None,,0,3,0.2,0.2,1,0.18,0.06,0.30,0.1,0.12,5.31,1.74,0.04,Ben,0.7,292,140,5,1.64,0,7.2,358,163,489,False,29.8,350,153,274,,2023-08-27T23:00:07.645002Z,48,291,191,0,0,None,0,,167878.jpg,1.0,410,196,0,0,0.0,Osborn,0.0,647,258,False,None,3,0.99,a,17,49,7.0,367,187,7,690,5,2605,10,0.1,1.5,Osborn,2
0,0,-3,100,100,0,0.0,538207,None,,0,0,-2,2,6.0,378,49,None,,0,4,-0.2,-0.2,1,0.06,0.02,0.35,0.13,0.29,6.06,2.33,0.11,William,0.3,328,39,3,1.15,0,2.5,414,51,490,False,1.0,444,52,234,,2023-09-13T01:00:07.758026Z,43,604,96,0,0,None,0,,538207.jpg,1.2,343,42,0,0,0.0,Osula,1.0,174,27,False,None,3,1.15,a,17,49,21.0,285,49,5,106426,19313,156467,3736,0.1,1.2,Osula,2
1,0,153,None,None,0,0.0,83427,None,,0,0,-1,1,50.4,226,64,None,,0,2,0.5,0.5,1,0.33,0.03,0.84,0.07,0.51,25.34,2.21,0.04,Jack,1.0,243,80,31,2.7,0,30.6,166,46,576,False,209.0,88,30,1034,,None,44,481,93,0,0,None,0,,83427.jpg,0.8,448,147,0,0,0.0,Robinson,0.1,427,165,False,None,11,0.96,a,17,49,46.0,206,50,10,5800,115,8371,112,0.2,2.3,Robinson,3
0,0,7,100,100,0,0.0,504198,None,,0,0,-3,3,8.6,371,187,None,,0,3,0.2,0.2,1,0.09,0.08,0.21,0.18,0.12,3.59,2.99,0.1,Anis,0.7,288,137,6,5.0,0,2.4,415,193,587,False,4.2,427,196,108,,2023-08-18T23:30:05.917352Z,47,332,216,0,0,None,0,,504198.jpg,0.6,457,221,0,0,0.0,Slimane,0.0,604,232,False,None,1,0.83,a,17,49,12.0,337,170,3,451,13,4738,36,0.1,0.6,Slimane,2
0,0,25,None,None,0,0.0,432990,None,,0,0,-2,2,2.8,389,142,None,,0,2,-0.5,-0.5,0,0.02,0.01,0.19,0.08,0.17,6.90,2.84,0.07,Yasser,0.0,501,200,7,2.88,0,7.0,360,130,592,False,36.2,334,127,219,,None,43,596,152,0,0,None,0,,432990.jpg,0.8,447,146,0,0,0.0,Larouci,0.0,509,195,False,None,1,0.41,a,17,49,31.0,252,76,4,884,13,3403,61,0.0,0.9,Larouci,0
0,0,7,None,None,0,0.0,523957,None,,0,0,-3,3,42.3,251,39,None,,0,4,-0.5,-0.5,0,0.40,0.11,0.67,0.19,0.27,9.55,2.66,0.08,Bénie,0.0,704,81,9,2.51,0,9.0,337,45,593,False,20.4,376,44,323,,None,52,163,42,0,0,None,0,,523957.jpg,1.5,310,39,0,0,0.0,Traoré,0.0,538,75,False,None,3,0.84,a,17,49,29.0,259,46,9,6946,73,11315,118,0.0,1.7,T.Bénie,0
0,1,107,100,100,0,0.0,424001,None,,0,0,0,0,31.3,283,151,None,,0,3,1.2,1.2,1,0.09,0.01,0.25,0.03,0.16,23.69,2.3,0.02,Vini,1.7,200,93,29,2.81,0,24.4,209,103,638,False,172.2,124,49,928,,2023-08-10T15:30:07.083501Z,50,202,126,0,0,None,0,,424001.jpg,1.7,286,131,0,0,0.0,de Souza Costa,0.0,625,246,False,None,11,1.07,a,17,49,42.0,222,116,20,1485,65,1490,48,0.3,4.0,Vini Souza,2
0,0,0,None,None,0,0,471848,None,,0,0,0,0,0.0,519,197,None,,0,2,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Femi,0.0,451,163,0,0,0,0.0,541,199,653,False,0.0,535,200,0,,None,40,683,205,0,0,None,0,,471848.jpg,0.0,546,196,0,0,0,Seriki,0.1,454,177,False,None,0,0,a,17,49,0.0,497,190,0,4473,64,3375,86,0.0,0.0,Seriki,0
0,0,0,0,0,0,0,532377,None,,0,0,0,0,0.0,669,79,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Louie,0.0,626,70,0,0,0,0.0,679,79,654,False,0.0,673,77,0,Season-long loan to Doncaster Rovers,2023-09-01T21:50:15.739167Z,45,451,84,0,0,None,0,,532377.jpg,0.0,681,81,0,0,0,Marsh,0.0,572,81,False,None,0,0,u,17,49,0.0,660,79,0,3568,0,4497,41,0.0,0.0,Marsh,0
0,0,6,None,None,0,0.0,538210,None,,0,0,0,0,1.0,406,203,None,,0,3,-0.5,-0.5,0,0.01,0.05,0.01,0.05,0.00,0.12,0.57,0.0,Andre,0.0,630,249,1,4.74,0,0.6,438,204,655,False,2.8,435,201,19,,None,45,456,266,0,0,None,0,,538210.jpg,1.0,396,186,0,0,0.0,Brooks,0.0,544,196,False,None,0,0.0,a,17,49,2.0,401,201,2,4340,59,3546,75,0.0,0.4,Brooks,0
0,0,5,None,None,0,0.0,487836,None,,0,0,0,0,0.3,422,54,None,,0,4,-0.5,-0.5,0,0.00,0.0,0.00,0.0,0.00,0.12,0.98,0.0,Antwoine,0.0,605,62,1,8.18,0,0.0,661,71,656,False,0.0,655,69,11,,None,45,430,76,0,0,None,0,,487836.jpg,1.0,391,47,0,0,0.0,Hackford,0.1,436,63,False,None,0,0.0,a,17,49,0.0,641,71,2,9146,283,7373,190,0.0,0.4,Hackford,0
0,2,128,100,75,1,0.1,196100,2,,0,0,0,0,229.6,37,30,None,,1,3,1.2,0.9,2,0.93,0.09,2.29,0.23,1.36,20.01,2.0,0.14,Gustavo,1.7,198,91,21,2.1,2,48.3,72,46,663,False,155.0,142,56,902,,2023-11-04T19:30:09.559157Z,50,190,119,0,0,None,0,,196100.jpg,3.0,137,58,0,0,0.0,Hamer,0.2,318,96,False,None,11,1.1,a,17,49,99.0,118,72,33,47854,294,33991,982,0.3,6.6,Hamer,2
0,0,-2,0,0,0,0.0,173807,None,,0,0,0,0,13.0,357,183,None,,0,3,0.0,0.0,0,0.04,0.06,0.13,0.2,0.09,2.51,3.96,0.14,Tom,0.0,687,292,5,7.89,0,2.8,410,192,666,False,6.4,419,191,57,Thigh injury - Unknown return date,2023-10-06T11:00:10.190930Z,50,187,116,0,0,None,0,,173807.jpg,0.7,454,219,0,0,0.0,Davies,0.0,710,296,False,None,0,0.0,i,17,49,8.0,363,184,2,275,8,396,9,0.0,0.4,T.Davies,1
0,0,73,None,None,0,0.0,244619,None,,0,0,0,0,50.5,225,63,None,,0,2,0.8,0.8,2,0.17,0.02,0.68,0.08,0.51,16.50,2.07,0.06,Luke,1.3,215,70,22,2.76,0,21.8,227,69,693,False,106.6,214,88,717,,None,40,659,189,0,0,None,0,,244619.jpg,0.8,443,142,0,0,0.0,Thomas,0.1,435,169,False,None,8,1.0,a,17,49,60.0,179,37,7,8623,400,3879,172,0.3,1.8,Thomas,1
0,0,3,None,None,0,0.0,585472,None,,0,0,0,0,0.3,423,211,None,,0,3,-0.2,-0.2,0,0.00,0.0,0.00,0.0,0.00,1.28,16.46,0.0,Ryan,0.3,334,161,2,25.71,0,0.0,684,282,730,False,0.0,678,278,7,,None,45,463,270,0,0,None,0,,585472.jpg,1.0,398,187,0,0,0.0,Oné,0.0,727,307,False,None,0,0.0,a,17,49,0.0,667,276,1,234,26,92,21,0.1,0.2,Oné,0
0,0,0,None,None,0,0,601496,None,,0,0,0,0,0.0,541,213,None,,0,2,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Jili,0.0,474,180,0,0,0,0.0,563,215,731,False,0.0,557,216,0,,None,40,708,224,0,0,None,0,,601496.jpg,0.0,568,212,0,0,0,Buyabu,0.0,671,228,False,None,0,0,a,17,49,0.0,519,206,0,673,75,249,50,0.0,0.0,Buyabu,0
1,1,62,100,100,1,0.2,242898,None,,0,0,-2,2,62.7,195,113,None,,0,3,3.5,3.5,9,0.49,0.1,1.86,0.37,1.37,7.34,1.46,0.27,Brennan,3.5,75,41,8,1.59,1,26.9,193,95,450,False,83.0,249,99,452,,2023-09-24T22:30:07.995996Z,58,78,48,0,0,None,0,,242898.jpg,2.6,180,79,0,0,0.0,Johnson,0.4,252,82,False,None,6,1.19,a,18,6,124.0,99,61,23,42402,7494,64471,1204,0.6,4.0,Johnson,1
0,0,0,None,None,0,0,214572,None,,0,0,-1,1,0.0,452,22,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Brandon,0.0,376,37,0,0,0,0.0,475,39,491,False,0.0,469,39,0,,None,39,730,81,0,0,None,0,,214572.jpg,0.0,480,39,0,0,0,Austin,0.2,315,49,False,None,0,0,a,18,6,0.0,427,15,0,6621,393,10997,221,0.0,0.0,Austin,0
0,0,1,100,100,0,0.0,202993,None,,0,0,-1,1,14.4,348,180,None,,0,3,0.5,0.5,0,0.01,0.02,0.64,1.01,0.63,3.69,5.83,0.99,Rodrigo,0.5,319,156,6,9.47,0,3.5,395,183,492,False,9.8,405,182,57,,2023-07-05T16:30:03.838788Z,54,121,76,0,0,None,0,,202993.jpg,0.7,455,220,0,0,0.0,Bentancur,0.0,564,210,False,None,0,0.0,a,18,6,13.0,335,168,2,2825,435,1408,246,0.1,0.4,Bentancur,1
0,0,127,0,100,4,0.41,227127,None,,0,0,0,0,121.7,103,75,4,,0,3,0.0,1.8,2,1.04,0.11,1.73,0.18,0.69,17.08,1.73,0.07,Yves,1.8,182,82,12,1.22,0,42.6,94,59,493,False,200.0,98,37,888,Suspended until 03 Dec,2023-11-12T20:00:09.383503Z,50,200,124,0,0,None,0,,227127.jpg,1.5,309,144,1,0,0.0,Bissouma,0.4,248,80,False,None,11,1.11,s,18,6,105.0,110,68,17,77499,450,76420,3510,0.4,3.4,Bissouma,5
0,0,4,100,100,0,0.0,436234,None,,0,0,-1,1,2.0,396,198,None,,0,3,0.5,0.5,1,0.00,0.0,0.00,0.0,0.00,1.21,6.81,0.0,Bryan,0.5,318,155,3,16.88,0,0.2,454,214,494,False,0.0,707,301,16,,2023-08-04T11:00:04.405468Z,49,263,167,0,0,None,0,,436234.jpg,1.0,422,205,0,0,0.0,Gil Salvatierra,0.0,674,273,False,None,0,0.0,a,18,6,0.0,701,298,2,719,75,746,42,0.1,0.4,Bryan,0
1,0,44,100,100,0,0.0,115556,None,,0,0,-2,2,6.5,375,136,None,,0,2,0.5,0.5,1,0.03,0.02,0.65,0.33,0.62,2.92,1.48,0.31,Ben,0.5,308,101,2,1.01,0,9.1,335,119,495,False,68.8,272,109,178,,2023-11-02T14:30:08.810066Z,43,575,136,0,0,None,0,,115556.jpg,1.5,300,99,0,0,0.0,Davies,0.4,253,99,False,None,2,1.01,a,18,6,16.0,313,104,9,16033,1051,54220,518,0.1,2.1,Davies,0
0,0,18,None,None,0,0.0,93264,None,,0,0,-3,3,0.9,407,150,None,,0,2,0.0,0.0,1,0.03,0.02,0.03,0.02,0.00,5.87,3.62,0.0,Eric,0.0,478,183,6,3.7,0,3.7,391,140,496,False,34.2,337,129,146,,None,42,608,158,0,0,None,0,,93264.jpg,0.0,572,215,0,0,0.0,Dier,0.6,214,80,False,None,1,0.62,a,18,6,2.0,391,141,0,27366,2353,77731,1181,0.0,0.0,Dier,0
0,1,79,None,None,0,0.0,241157,None,,0,0,-1,1,26.5,305,103,None,,0,2,0.5,0.5,0,0.44,0.12,0.51,0.14,0.07,8.86,2.45,0.02,Emerson,0.5,310,103,9,2.49,1,17.1,270,91,497,False,123.6,180,73,325,,None,44,527,117,0,0,None,0,,241157.jpg,1.6,293,96,0,0,0.0,Leite de Souza Junior,0.9,184,72,False,None,2,0.55,a,18,6,19.0,294,95,14,147105,1677,163010,2469,0.1,3.2,E.Royal,1
0,0,0,100,100,0,0,40383,None,,0,0,-1,1,0.0,435,10,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Fraser,0.0,359,26,0,0,0,0.0,460,29,498,False,0.0,454,29,0,,2023-08-11T16:00:08.821890Z,39,711,69,0,0,None,0,,40383.jpg,0.0,465,29,0,0,0,Forster,2.2,128,18,False,None,0,0,a,18,6,0.0,410,3,0,28902,1750,186236,1736,0.0,0.0,Forster,0
0,0,63,None,None,1,0.24,132015,None,,0,0,-3,3,37.9,265,144,None,,0,3,1.5,1.5,2,0.40,0.1,0.54,0.14,0.15,8.39,2.01,0.04,Pierre-Emile,1.5,212,100,7,1.68,0,15.7,280,128,499,False,87.2,243,96,376,,None,52,153,95,0,0,None,0,,132015.jpg,1.0,427,210,0,0,0.0,Højbjerg,0.3,285,90,False,None,2,0.48,a,18,6,32.0,251,131,11,12140,648,44579,620,0.3,2.1,Højbjerg,3
0,0,0,0,0,0,0,78830,None,,0,0,0,0,0.0,743,96,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Harry,0.0,741,96,0,0,0,0.0,743,96,500,False,0.0,743,96,0,Transferred to Bayern Munich,2023-08-12T09:23:00.234032Z,125,3,2,0,0,None,0,,78830.jpg,0.0,742,96,0,0,0,Kane,0.6,211,36,False,None,0,0,u,18,6,0.0,743,96,0,565,0,319499,250,0.0,0.0,Kane,0
0,3,171,None,None,5,0.43,445044,3,,0,0,0,0,332.2,16,12,None,,0,3,3.8,3.8,2,2.00,0.17,3.24,0.28,1.25,15.71,1.36,0.11,Dejan,3.8,63,33,10,0.86,3,90.2,12,9,501,False,220.8,78,29,1041,,None,70,33,18,0,0,None,0,,445044.jpg,3.8,84,42,0,0,0.0,Kulusevski,2.0,130,38,False,None,12,1.04,a,18,6,348.0,15,9,46,282392,10466,246335,7611,0.5,6.6,Kulusevski,1
0,0,0,None,None,0,0,37915,None,,0,0,-2,2,0.0,685,79,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Hugo,0.0,649,84,0,0,0,0.0,690,84,502,False,0.0,687,84,0,,None,48,274,9,0,0,None,0,,37915.jpg,0.0,692,84,0,0,0,Lloris,0.6,212,29,False,None,0,0,a,18,6,0.0,678,77,0,23553,787,57660,1177,0.0,0.0,Lloris,0
0,0,14,100,100,0,0.0,200826,None,,0,0,-2,2,14.9,342,177,None,,0,3,0.5,0.5,1,0.02,0.05,0.10,0.23,0.08,2.02,4.66,0.18,Giovani,0.5,316,153,2,4.62,0,3.9,388,180,503,False,13.0,391,177,39,,2023-09-01T13:00:09.098062Z,48,297,195,0,0,None,0,,200826.jpg,1.0,412,198,0,0,0.0,Lo Celso,0.0,508,175,False,None,0,0.0,a,18,6,11.0,345,174,3,2338,131,11448,89,0.1,0.6,Lo Celso,0
6,6,230,0,0,5,0.51,172780,1,,-1,1,4,-4,451.0,3,2,2,,0,3,0.0,0.0,0,3.11,0.32,5.91,0.61,2.80,12.06,1.23,0.29,James,4.0,61,31,8,0.82,3,109.6,5,3,504,False,330.0,18,7,882,Ankle injury - Expected back 14 Jan,2023-11-06T23:30:09.609885Z,79,14,8,0,0,2,0,,172780.jpg,5.7,11,6,0,0,0.0,Maddison,16.0,20,7,False,None,11,1.12,i,18,6,316.0,19,11,63,4215043,905,3962951,617448,0.5,8.0,Maddison,2
0,0,0,0,0,0,0,231372,None,,0,0,-1,1,0.0,583,226,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Tanguy,0.0,535,191,0,0,0,0.0,599,230,505,False,0.0,592,225,0,On loan to Galatasaray with an option to buy for €15m,2023-09-07T15:49:59.768785Z,44,522,290,0,0,None,0,,231372.jpg,0.0,605,234,0,0,0,Ndombélé Alvaro,0.2,309,95,False,None,0,0,u,18,6,0.0,569,220,0,12864,0,47655,390,0.0,0.0,Ndombele,0
3,4,258,None,None,4,0.36,441164,2,,0,0,2,-2,227.5,38,6,1,,0,2,3.2,3.2,5,1.80,0.16,2.65,0.24,0.85,16.42,1.5,0.08,Pedro,3.2,87,23,13,1.19,0,53.7,58,6,506,False,246.0,54,16,987,,None,52,161,16,0,0,None,0,,441164.jpg,4.1,55,11,0,0,0.0,Porro,13.0,29,9,False,None,11,1.0,a,18,6,63.0,171,35,45,1563498,59737,527175,15520,0.6,8.7,Pedro Porro,1
1,0,34,0,0,0,0.0,45034,None,,0,0,-3,3,71.2,173,45,None,,0,2,0.0,0.0,0,0.80,0.73,0.92,0.84,0.12,1.44,1.32,0.11,Ivan,0.0,640,231,1,0.92,0,14.0,294,103,507,False,41.6,326,125,98,Knee injury - Expected back 01 Jun,2023-09-20T12:30:08.524991Z,47,311,37,0,0,None,0,,45034.jpg,1.2,348,117,0,0,0.0,Perišić,0.9,190,75,False,None,0,0.0,i,18,6,27.0,265,81,6,58220,39,282322,1561,0.0,1.3,Perišić,2
3,0,49,0,0,3,0.5,212319,None,,0,0,-3,3,97.8,131,92,None,,0,3,0.0,0.0,0,0.71,0.12,3.43,0.58,2.72,7.00,1.18,0.46,Richarlison,2.2,149,65,4,0.67,1,48.3,73,47,509,False,130.0,172,65,535,Pelvic - Expected back 07 Dec,2023-11-10T14:00:11.486279Z,67,42,25,0,0,2,0,,212319.jpg,3.0,141,60,0,0,0.0,de Andrade,1.1,166,55,False,None,7,1.18,i,18,6,255.0,32,18,30,219644,76,506116,11018,0.3,4.5,Richarlison,2
0,0,0,0,0,0,0,214225,None,,0,0,0,0,0.0,491,181,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Joe,0.0,419,143,0,0,0,0.0,513,183,510,False,0.0,506,183,0,Season long loan to Leeds United,2023-08-11T10:47:30.310788Z,40,647,181,0,0,None,0,,214225.jpg,0.0,517,179,0,0,0,Rodon,0.1,452,175,False,None,0,0,u,18,6,0.0,467,172,0,0,0,13196,67,0.0,0.0,Rodon,0
